0.6
0.48
0.58
0.72
0.76
0.64
0.64
0.56
0.72
0.7
0.5
0.5
0.64
0.62
0.58
0.6
0.62
0.58
0.64
0.72
0.5
0.74
0.72
0.74
0.76
0.66
0.74
0.62
0.64
0.7
0.7
0.78
0.66
0.62
0.72
0.5
0.82
0.6
0.84
0.62
0.72
0.62
0.64
0.72
0.5
0.6
0.6
0.6
0.52
0.74
0.68
0.64
0.58
0.66
0.7
0.62
0.62
0.82
0.7
0.62
0.64
0.66
0.5
0.56
0.54
0.74
0.66
0.74
0.72
0.64
0.46
0.8
0.56
0.68
0.64
0.78
0.66
0.58
0.72
0.62
0.62
0.62
0.58
0.66
0.7
0.58
0.62
0.84
0.64
0.78
0.72
0.72
0.56
0.74
0.52
0.64
0.54
0.7
0.7
0.66
0.64
0.66
0.54
0.48
0.72
0.54
0.76
0.74
0.8
0.76
0.58
0.7
0.72
0.64
0.84
0.84
0.62
0.72
0.7
0.68
0.74
0.62
0.74
0.82
0.68
0.84
0.9
0.64
0.56
0.68
0.78
0.72
0.66
0.68
0.7
0.56
0.76
0.66
0.66
0.52
0.52
0.68
0.56
0.56
0.54
0.58
0.64
0.64
0.6
0.7
0.8
0.52
0.7
0.64
0.72
0.62
0.7
0.78
0.58
0.7
0.6
0.66
0.6
0.72
0.56
0.7
0.6
0.54
0.7
0.54
0.66
0.7
0.56
0.64
0.64
0.58
0.58
0.66
0.6
0.48
0.56
0.54
0.54
0.62
0.7
0.68
0.68
